Name;Address;Postal Code;City;Country;ATV;Customer
Rituals Ålesund Moa;Langelandsveien 25;6010;Ålesund;Norway;40;10134
Rituals Hafrsfjord Madla;Madlakrossen 7;4042;Hafrsfjord;Norway;15;10038
Rituals Trondheim Torg;Kongens gate 9;7013;Trondheim;Norway;32;12032
Rituals Tromsø Nerstranda Senter;Strandgata 9;9008;Tromsø;Norway;21;49221
Rituals Rådal Lagunen Storsenter;Laguneveien 1;5239;Rådal;Norway;47;43142
Rituals Skien Herkules Kjøpesenter;Ulefossveien 32;3730;Skien;Norway;24;39769
Rituals Lørenskog Metro;Bibliotekgata 30;1473;Lørenskog;Norway;25;10903
Rituals Jessheim Storsenter;Storgata 6;2050;Jessheim;Norway;47;48522
Rituals Haugesund Amanda;Longhammarveien 27;5536;Haugesund;Norway;20;28271
Rituals Asker Trekanten;Knud Askers vei 26;1383;Asker;Norway;46;46553
Rituals Lillestrøm Torv;Torvet 6;2000;Lillestrøm;Norway;26;19613
Rituals Strømmen Storsenter;Støperiveien 5;2010;Strømmen;Norway;40;41972
Rituals Gjøvik CC Gjøvik;Jernbanesvingen 6;2821;Gjøvik;Norway;30;47556
Rituals Bergen Galleriet;Torgalmenningen 8;5014;Bergen;Norway;31;13822
Rituals Tønsberg Farmandstredet;Jernbanegata 1D;3110;Tønsberg;Norway;17;49948
Rituals Drammen Gulskogen;Gulskogen Senter;3048;Drammen;Norway;17;48165
Rituals Hamar CC Stadion;Vangsveien 62;2317;Hamar;Norway;25;19969
Rituals Sarpsborg Saga Storbyen;Roald Amundsens gate 36;1723;Sarpsborg;Norway;27;31994
Rituals Kristiansand Sandens;Tollbodgaten 14;4611;Kristiansand Sandens;Norway;18;12032
Rituals Straume Sartor Storsenter; Sartorvegen 12;5353;Straume;Norway;27;36429
Rituals Oslo Aker Brygge;Grundingen 6;0250;Oslo;Norway;23;25635
Rituals Oslo Valkyriegaten;Valkyriegata 5;0366;Oslo;Norway;39;16535
Rituals Ski Storsenter;Jernbanesvingen 6;1400;Ski;Norway;36;26409
Rituals Fredrikstad Torvbyen;Brochs gate 7-11;1607;Fredrikstad;Norway;20;24724
Rituals Sandnes Kvadrat;Gamle Stokkavei 1;4313;Sandnes;Norway;16;29408
Rituals Oslo Sandvika;Brodtkorbsgate 7;1338;Sandvika;Norway;33;39860
Rituals Oslo Fornebu S.;Snarøyveien 55;1364;Fornebu;Norway;45;16436
Rituals Rolvsøy Østfoldhallen;Dikeveien 28;1661;Rolvsøy;Norway;17;10314
Rituals Maxi Sandnes;Gravarsveien 7;4306;Sandnes;Norway;48;14055
Rituals AMFI Alta;Markedsgata 21-25;9510;Alta;Norway;40;18545
Rituals AMFI Narvik;Bolagsgata 1;8514;Narvik;Norway;34;24270
Rituals Halden Tista Senter;Walkers Gate 4;332;Halden;Norway;36;18701
Rituals AMFI Steinkjer;Sjøfartssgata 2;7714;Steinkjer;Norway;25;32929
Rituals Harstad AMFI Kanebogen;Skilleveien 5;9411;Harstad;Norway;50;46480
Rituals Warszawa - Sadyba Best Mall; Ulica Powsinska 31;02-903;Warszawa;Poland;44;33167
Rituals Warszawa - Westfield Arkadia; al. Jana Pawla II 82;00-175;Warszawa;Poland;26;26844
Rituals Rituals Gda?sk - Galeria Ba?tycka ;al. Grunwaldzka 141;80-264;Gda?sk;Poland;19;44983
Rituals Gda?sk - Forum ;ul. Targ Sienny 7;80-806;Gda?sk;Poland;16;34552
Rituals Gdynia - Centrum Riviera;ul. Kazimierza Górskiego 2;81-304;Gdynia;Poland;18;48023
Rituals Pozna? - Posnania;ul. Pleszewska 1;61-139;Pozna?;Poland;45;34671
Rituals Pozna? - Stary Browar;ul. Pó?wiejska 42;61-888;Pozna?;Poland;50;18066
Rituals Warszawa - Westfield Mokotów;ul. Wo?oska 12;02-675;Warszawa;Poland;34;39776
Rituals Warszawa - Blue City;al. Jerozolimskie 179;02-222;Warszawa;Poland;18;10976
Rituals Szczecin - Galaxy;al. Wyzwolenia 18-20;70-554;Szczecin;Poland;42;37183
Rituals Warszawa - Atrium Promenada;ul. Ostrobramska 75c;04-175;Warszawa;Poland;42;18854
Rituals Czelad? M1 ;ul. B?dzi?ska 80;41-250;Czelad?;Poland;20;25366
Rituals Cz?stochowa Galeria Jurajska ;al. Wojska Polskiego 207;42-200;Cz?stochowa;Poland;20;19275
Rituals Bydgoszcz Focus Bydgoszcz;ul. Jagiello?ska 39-47;85-097;Bydgoszcz;Poland;24;33484
Rituals Bytom Agora Bytom;PLAC TADEUSZA KO?CIUSZKI 1;41-902;Bytom;Poland;48;10965
Rituals Lublin Felicity;al. Wincentego Witosa 32;20-315;Lublin;Poland;32;47005
Rituals  Suwa?ki Plaza;Genera?a Józefa Dwernickiego 15;16-400;Suwa?ki;Poland;29;21633
Rituals Pozna? Avenida;ul. Matyi 2;61-586;Pozna?;Poland;20;21664
Rituals Kraków Galeria Kazimierz;ul. Podgórska 34;31-536;Kraków;Poland;47;28679
Rituals Gliwice Forum Gliwice;ul. Lipowa 1;44-100;Gliwice;Poland;43;31254
Rituals  Mysiad?o San Park;ul. Pu?awska 56D;05-500;Mysiad?o;Poland;24;41773
Rituals Nowy S?cz Trzy Korony;Lwowska 80;33-300;Nowy S?cz;Poland;22;31263
Rituals Inowroc?aw Galeria Solna;ul. Wojska Polskiego 16;88-100;Inowroc?aw;Poland;34;49986
Rituals Bielsko Bia?a Galeria Sfera;Mostowa 5;43-300;Bielsko Bia?a;Poland;45;19838
Rituals Kalisz Galeria Amber;ul. Górno?l?ska 82;62-800;Kalisz;Poland;43;32629
Rituals  Wroc?aw Aleja Bielany;Czekoladowa 7/9;55-040;Bielany  Wroc?awskie;Poland;35;48558
Rituals Szczecin Kaskada;Al. Niepodleg?o?ci 36;70-404;Szczecin;Poland;29;45677
Rituals Gorzów Wielkopolski NoVa Park;ul. Przemys?owa 2;66-400;Gorzów Wielkopolski;Poland;48;28895
Rituals Opole Solaris;plac Kopernika 16;45-040;Opole;Poland;36;14780
Rituals Warsaw Janki CH Janki;Mszczonowska 3;05-090;Janki;Poland;45;29188
Rituals Warsaw Klif;ul. Okopowa 58/72;01-042;Warszawa;Poland;18;15851
Rituals Toru? Plaza;Broniewskiego 90;87-100;Toru?;Poland;17;16502
Rituals Leszno Galeria Leszno;Al. Konstytucji 3 Maja;64-100;Leszno;Poland;33;44249
Rituals Wroc?aw Magnolia Park;Legnicka 58;54-204;Wroc?aw;Poland;40;25186
Rituals Zielona Góra Focus Mall;ul. Wroc?awska 17;65-427;Zielona Góra;Poland;50;37121
Rituals Lubin Cuprum Arena;Genera?a W?adys?awa Sikorskiego 20;59-300;Lubin;Poland;47;16093
Rituals Lublin VIVO!;al. Unii Lubelskiej 2;20-108;Lublin;Poland;31;36812
Rituals Koszalin Forum Koszalin;ul. Paderewskiego 1;75-736;Koszalin;Poland;21;24237
Rituals Kraków Centrum Serenada;Aleja Genera?a Tadeusza Bora-Komorowskiego 41;31-876;Kraków;Poland;38;34749
Rituals Warsaw Wola Park;ul. Górczewska 124;01-460;Warszawa;Poland;41;22582
Rituals P?ock Mazovia;Wyszogrodzka 127;09-410;P?ock;Poland;38;30466
Rituals Kielce Galeria Korona Kielce; Warszawska 26;25-312;Kielce;Poland;38;16531
Rituals Radom Galeria S?oneczna;Boles?awa Chrobrego 1;26-600;Radom;Poland;27;35681
Rituals Kraków Bonarka City Center;Ul. Henryka Kamie?skiego 11;30-644;Kraków;Poland;20;18436
Rituals Warsaw WSJ Marsza?kowska;ul. Marsza?kowska 104/122;00-017;Warszawa;Poland;48;46473
Rituals Katowice Silesia City Center;Chorzowska 107;40-101;Katowice;Poland;45;31590
Rituals Bydgoszcz Zielone Arkady;ul. Wojska Polskiego 1;85-171;Bydgoszcz;Poland;30;17538
Rituals ?ód? Manufaktura;ul. Drewnowska 58;91-002;?ód?;Poland;26;27609
Rituals Wroc?aw - Galeria Dominika?ska;Plac Dominika?ski 3;50-159;Wroc?aw;Poland;43;43848
Rituals Wroc?aw - Wroclavia;Sucha 1;50-086;Wroc?aw;Poland;33;45344
Rituals Rzeszów Galeria Rzeszów;Al. Pi?sudskiego 44;35-001;Rzeszów;Poland;31;29753
Rituals ?ód? - Galeria ?ódzka;al. Pisudskiego 15/23;90-307;?ód?;Poland;21;30334
Rituals Pozna? - Plaza;ul. Dru?bickiego 2;61-693;Pozna?;Poland;36;23301
Rituals Warszawa - Atrium Targówek;ul. G??bocka 15;03-287;Warszawa;Poland;19;20388
Rituals Katowice - Galeria Katowicka;ul. 3 Maja 30;40-097;Katowice;Poland;39;23249
Rituals Vila do Conde Porto Fashion Outlet;Av. Fonte Cova 400 unit 79;4485-592; Porto;Portugal;29;37198
Rituals Amadora Ubbo;Av. Cruzeiro Seixas 5;2650-435;Amadora;Portugal;48;43714
Rituals Vila Real Nosso Shopping;Alameda de Grasse;5000-703;Vila Real;Portugal;26;47070
Rituals Funchal Madeira Shopping;Caminho Santa Quitéria 45;9024-501;Funchal;Portugal;31;26431
Rituals Viseu Forum Viseu;Forum Viseu - R. D. José Cruz Moreira Pinto 32 - Loja 1.16A;3500-078;Viseu;Portugal;24;49509
Rituals Guia Algarve Shopping; R - Fração 3. Loja 0.101/2;8201-878;Guia;Portugal;17;49808
Rituals Lisboa Freeport Fashion Outlet;Av. Euro 2004;2890-154; Lisboa;Portugal;27;26538
Rituals Matosinhos Norteshopping; R. Sara Afonso 105-117;4460-841;Senhora de Hora Matosinhos;Portugal;41;11916
Rituals Setúbal Alegro;Av. Antero de Quental 2 - Alegro setúbal - loja 0.08;2910-394;Setúbal;Portugal;38;38461
Rituals Braga Nova Arcada; loja 0.12;4700-038;Braga;Portugal;20;35791
Rituals Aveiro Glicinias Plaza;Glicinias Plaza R. Dom Manuel Barbuda e Vasconcelos;3810-498;Aveiro;Portugal;40;27834
Rituals LoureShopping;LoureShopping -Av. Descobertas 90 loja 1.043;2670-457;Loures;Portugal;27;32519
Rituals Loule Mar Shopping Algarve; Almancil. Unit 0.20;8135-182;Almancil;Portugal;18;35476
Rituals Oeiras Parque; Av. António Bernardo Cabral de Macedo 2770-219; Lj 1075/1076;Oeiras;Portugal;33;34170
Rituals Rio Tinto Parque Nascente;Parque Nascente – Loja 436A - Praceta Parque Nascente 35;4435-182;RIO TINTO;Portugal;45;12010
Rituals Braga Parque;Quinta dos Congregados; Loja 1150;Braga;Portugal;38;38832
Rituals Lisboa Aeroporto;Aeroporto Humberto Delgado;1700-008;Lisboa;Portugal;20;32171
Rituals Porto Arrábida Shopping;Arrábida Shopping - Loja 1.42/43 Praceta de Henrique Moreira 244;4400-346;Porto;Portugal;50;12205
Rituals Torres Vedras Arena;Arena Shopping - Loja 1017 - Rua António Alves Ferreira 2;2560-256;Torres Vedras;Portugal;27;33801
Rituals Faro Forum Algarve;Fórum Algarve – Lj. 0.40 - Estrada Nacional 125 Km 103;8009-126;Faro;Portugal;50;39607
Rituals Guimarães Espaço Guimarães;C.C. Espaço Guimarães - R. 25 de Abril 210;4835-400;Silvares - Guimarães;Portugal;50;13993
Rituals Portimao Aqua;Aqua Portimão - Rua de Sao Pedro;8500-448;Portimao;Portugal;27;16765
Rituals Lisboa Vasco da Gama;Av. Dom João II 40;1990-094;Lisboa;Portugal;37;20662
Rituals Lisboa Avenida Liberdade;Avenida da Liberdade 36b;1250-145;Lisboa;Portugal;35;49290
Rituals Alegro Alfragide;Av. dos Cavaleiros 60;2790-045;Alfragide;Portugal;16;43052
Rituals Lisboa Centro Colombo;Centro Colombo -Loja 0.016//8 - Avenida Lusíada 1500-392;1500-392;Lisboa;Portugal;39;34532
Rituals Porto Santa Catarina;Rua de Santa Catarina 361-365;4000-443;Porto;Portugal;36;42794
Rituals Cascais Shopping;Cascaishopping;2645-543;Alcabideche;Portugal;24;33330
Rituals Funchal Forum Madeira;Forum Madeira Loja 1.07;9004-578;Funchal;Portugal;49;25179
Rituals Coimbra Forum;Av. José Bonifácio de Andrade e Silva;3040-193;Coimbra;Portugal;38;32670
Rituals Sintra;Alegro Sintra – Loja 0.102;2635-018;Rio de Mouro;Portugal;25;35719
Rituals Matosinhos Mar Shopping;Avenida Dr. Oscar Lopes loja o.001;4450-337;Matosinhos;Portugal;45;35909
Rituals Matosinhos Mar Shopping;Avenida Dr. Oscar Lopes loja o.001;4450-337;Matosinhos;Portugal;16;38051
Rituals Lisboa Amoreiras;Amoreiras Shopping Center;1200-263;Lisboa;Portugal;39;16415
Rituals Almada;Almada Forum Loja 1.34/1.35-Caminho Municipal 1011;2810-500;Almada;Portugal;41;37061
Rituals Lisboa Chiado;Armazen Do Chiado Rua do Carmo;1200-094;Lisboa;Portugal;19;40885
Rituals Gaia; av. Dos descobrimentos 549;4404-503;Vila Nova de Gaia;Portugal;22;18466
Rituals Montijo;Alegro Montijo Loja 0.47;2870-100;Montijo;Portugal;21;16074
Rituals Bucure?ti Mega Mall;Bulevardul Pierre de Coubertin 3-5;021901;Bucure?ti;Romania;47;35292
Sephora Usce Mall;6 Mihaila Pupina;011070;Belgrade;Serbia;25;28571
Sephora Galerija Belgrade 2816;Bulevar Vudroa Vilsona 12;11000;Belgrade;Serbia;23;49609
Sephora Novi Sad;Bulevar Mihajla Pupina 1;021000;Novi Sad;Serbia;41;36238
Sephora Delta Mall;16 Jurija Gagarina;011000;Pitesti;Serbia;20;22873
Rituals Bratislava Bory Mall;Lama? 6780;841 01;Bratislava;Slovakia;26;23792
Rituals Bratislava Nivy;Mlynské Nivy 16;82109;Bratislava;Slovakia;25;16096
Rituals Bratislava Aupark;Einsteinova ul. 18;851 01;Bratislava;Slovakia;45;20356
Rituals Bratislava Eurovea;Pribinova 10;81109;Bratislava;Slovakia;24;24967
Douglas Planet Koper P205;Ankaranska Cesta 2;6000;Koper;Slovenia;40;18703
Douglas Ljubljana; Kongresni trg 4;1000;Ljubljana;Slovenia;22;36928
Douglas Citypark Ljubljana P202;Moskovska ulica 4;1000;Ljubljana;Slovenia;36;44334
Douglas Ljubljana Supernova Rudnik P203;Jur?kova cesta 223;1000;Ljubljana;Slovenia;48;38525
Douglas Europark Maribor 204;Pobreška cesta 18;2000;Maribor;Slovenia;49;18198
Rituals Madrid Parque Corredor;C. Ajalvir;28850;Torrejón de Ardoz;Spain;18;17249
Rituals Sevilla Nervion Plaza;C. Luis de Morales 3;41005;Sevilla;Spain;41;17764
Rituals Madrid Principe Pio;P.º de la Florida 2;28008;Madrid;Spain;17;26067
Rituals Madrid Plenilunio;C. de Aracne;28022;Madrid;Spain;46;24197
Rituals Ondara Portal de la Marina;Av. Costa Blanca, 1;03760;Ondara;Spain;19;19225
Rituals Las Palmas Las Arenas;Ctra. del Rincón 32a;35010;Las Palmas;Spain;46;13303
Rituals Almería Mediterráneo;Av. del Mediterráneo 55-56;04009;Almería;Spain;32;40139
Rituals Barberá del Vallés Baricentro;Carretera Nacional 150;08210;Barberà del Vallés;Spain;30;43615
Rituals Huelva Holea;Ronda Exterior Zona Sur;21007;Huelva;Spain;36;30124
Rituals Cádiz Bahía Sur;Avda. Caño Herrera;11100;San Fernando (Cádiz);Spain;44;17774
Rituals Málaga Larios;Calle Marqués de Larios 14;29005;Málaga;Spain;25;18854
Rituals Tenerife Meridiano;C.C. Meridiano; 38005;Tenerife;Spain;15;23927
Rituals Toledo Luz del Tajo;Av. del Río Boladiez;45007;Toledo;Spain;26;33422
Rituals Barcelona Arenas;Gran Via de les Corts Catalanes 373-385;08015;Barcelona;Spain;38;47801
Rituals A Coruña Marineda City;C. C. Marineda 43;15008;A Coruña;Spain;50;36662
Rituals Vigo Gran Vía;Rúa do Miradoiro 2;36210; Pontevedra;Spain;23;42279
Rituals Elche L'Aljub;Centro Comercial L'Aljub 7;03205;Elche-Alicante;Spain;40;36648
Rituals Sevilla Lagoh;Avenida Palmas Altas s/n;41012;Sevilla;Spain;25;48018
Rituals Pontevedra;Calle de Benito Corbal 31;36001;Pontevedra;Spain;46;20617
Rituals Pamplona Carlos III;Carlos III 12;31002;Pamplona;Spain;39;20349
Rituals Madrid La Vaguada;Avda. Monforte de Lemos 36;28029;Madrid;Spain;28;37972
Rituals Madrid Goya 73;Calle Goya 73;28001;Madrid;Spain;47;19418
Rituals Castellón Salera;Carretera N-340;12006;Castellón de la Plana;Spain;34;28065
Rituals Mallorca Fashion Outlet; salida 8;07141;Palma de Mallorca;Spain;42;32214
Rituals Logroño;Calle San Anton 12;26002;Logroño;Spain;47;27574
Rituals Barcelona Anec Blau;Av. del Canal Olímpic 24;08860;Barcelona;Spain;16;33373
Rituals Bilbao Artea;Peruri Auzoa 33;48940;Leioa (Vizcaya);Spain;41;28103
Rituals Zaragoza Gran Casa;Centro Comercial Gran Casa. Local nª 53. C/ Maria Zambrano 35;50018;Zaragoza;Spain;36;46545
Rituals Zaragoza Independencia;Paseo Independencia 22;50004;Zaragoza;Spain;17;34923
Rituals Malaga Centro Comercial Larios;Avenida de la Aurora 25;29002;Málaga;Spain;38;31011
Rituals Bilbao Gran Via;Gran Via Don Diego Lopez De Haro 6;48001;Bilbao;Spain;47;41250
Rituals San Sebastian La Garbera;Travesía de Garbera 1;20017;San Sebastian;Spain;18;35108
Rituals Salamanca Toro;Calle Toro 50;37002;Salamanca;Spain;26;43491
Rituals Reus;c/ Monterols nº 34;43201;Reus;Spain;29;36764
Rituals Madrid Fuencarral 22;c/ Fuencarral nº 22;28004;Madrid;Spain;28;48482
Rituals Vitoria;C/ General Alava 16;01005;Vitoria- Gasteiz;Spain;35;46949
Rituals Barcelona Portal de l'Angel;Avinguda del Portal de l'Angel 36;08002;Barcelona;Spain;44;38330
Rituals Cartagena Espacio Mediterraneo;Centro comercial Espacio Mediterraneo;30353;Cartagena;Spain;19;17611
Rituals Tarragona Parc Central;Av. Vidal i Barraquer 15-17;43005;Tarragona;Spain;23;26496
Rituals León Alcazar de Toledo;Alcazar de Toledo nº1;24001;León;Spain;36;49967
Rituals Las Palmas Alisios;C/ Hermanos Domínguez Santana;35018;Las Palmas de Gran Canaria;Spain;23;34602
Rituals Gijón Corrida;Calle Corrida 42;33206;Gijón;Spain;26;36149
Rituals Valladolid Rio Shopping;C. Me Falta un Tornillo 3;47195;Valladolid;Spain;36;22871
Rituals Vélez - Malaga El Ingenio;Av. del Rey Juan Carlos 18;29700;Vélez-Málaga;Spain;27;12291
Rituals Tenerife La Villa 2;C.C La Villa 2 Autopista del Nte.;38312;Tenerife;Spain;19;38258
Rituals Madrid Loranca 2;v. de Pablo Iglesias 17;28942; Madrid;Spain;48;35964
Rituals Madrid Orense 6;C. Orense 6;28020;Madrid;Spain;26;48745
Rituals Girona Espai Girones;Camí dels Carlins 10;17190;Salt;Spain;27;21846
Rituals Las Palmas GC Triana;C. Triana 106;35002;Las Palmas de Gran Canaria;Spain;24;32654
Rituals Madrid Espacio Caleido;P.º de la Castellana 259;28046;Madrid;Spain;36;12783
Rituals Barcelona Paseo de Gracia 6;Paseo de Gracia nº 6;08007;Barcelona;Spain;45;37760
Rituals Barcelona Diagonal 550;Avda. Diagonal 550;08021;Barcelona;Spain;25;35081
Rituals Madrid H2O;C. Marie Curie  4;28521;Madrid;Spain;45;13990
Rituals Las Palmas El Mirador;Av. Santa Rita de Casia 5;35220;Las Palmas de Gran Canaria;Spain;30;42779
Rituals Benidorm Finestrat La Marina;Avinguda País Valencià 2;03509;Finestrat- Benidorm;Spain;44;33227
Rituals Pozuelo Zielo Shopping;Av. de Europa 26b;28224;Pozuelo de Alarcón;Spain;47;15102
Rituals Alicante Maisonnave;Avenida Maisonnave 30;03003;Alicante;Spain;23;11152
Rituals Madrid Plaza Rio;Antonio López 109;28026;Madrid;Spain;43;32986
Rituals Palma de Mallorca Sant Miquel;Carrer Sant Miquel 9;07002;Palma de Mallorca;Spain;46;12699
Rituals Valencia El Saler;Av. del Professor López Piñero 16;46013;Valencia;Spain;35;32747
Rituals Valencia Bonaire;Carretera A-3;46960;Valencia;Spain;18;32288
Rituals Murcia;Gran Vía Salzillo 14;30004;Murcia;Spain;44;32208
Rituals Barcelona la Maquinista;Westfield La Maquinista 2;08030;Barcelona;Spain;20;38788
Rituals Lleida;calle Mayor nº 9;25007;Lleida;Spain;42;25156
Rituals Madrid Xanadu;C. Puerto de Navacerrada;28939;Arroyomolinos;Spain;43;42427
Rituals Alicante Plaza Mar II;Centro Comercial Plaza Mar 2;03015;Alicante;Spain;42;17423
Rituals Fuengirola Miramar;Centro comercial Miramar;29640;Fuengirola;Spain;32;13006
Rituals Madrid Parquesur;Centro Comercial Parquesur. Avda Gran Bretaña;28916;Leganés;Spain;45;41431
Rituals Barcelona Gran Via;Centro Comercial Gran Via II;08908;L'Hospitalet de Llobregat;Spain;27;32723
Rituals Madrid Fuencarral 133;C. Fuencarral 133;28010;Madrid;Spain;32;28537
Rituals Terrassa;Plaça Vella 3;08221;Terrassa;Spain;19;41888
Rituals Barcelona Les Glories;Westfield Glòries Av. Diagonal 208;8018;Barcelona;Spain;43;38766
Rituals Malaga Plaza Mayor;Centro Comercial Plaza Mayor. Calle Alfonso Ponce de Leon 3-2 - local 34;29004;Málaga;Spain;49;46850
Rituals Oviedo Parque Principado;Centro Comercial Parque Principado. Autovia A-66;33429;Paredes;Spain;27;29991
Rituals Pamplona La Morea;Barrio La Morea;31191; Navarra;Spain;42;33108
Rituals Granada Nevada;Calle Hipócrates;18100;Granada;Spain;27;49030
Rituals Barcelona Splau;Av. del Baix Llobregat;08940; Barcelona;Spain;40;27609
Rituals Palma de Mallorca Fan; Av. Cardenal Rossell s/n;07007;Palma de Mallorca;Spain;17;18931
Rituals Santander Vallereal; Calle Alday;39600;Maliaño;Spain;45;12102
Rituals Barcelona Diagonal Mar;Avinguda Diagonal 3;8019;Barcelona;Spain;43;45519
Rituals Barcelona L'illa; planta -1;08029;Barcelona;Spain;36;34932
Rituals Madrid Las Rozas Village; C/ Juan Ramón Jiménez 3;28232; Madrid;Spain;17;25414
Rituals Vitoria Boulevard; C/ Zaramaga 1;01013;Vitoria - Gasteiz;Spain;30;27131
Rituals Barcelona Mataró Parc;Carrer Estrasburg 5;08304;Mataró;Spain;26;26961
Rituals Orihuela La Zenia;Centro Comercial la Zenia. Jade 2;03189;Orihuela Costa - Alicante;Spain;49;34402
Rituals Bilbao MaxCenter;Barrio Kereaga;48903;Barakaldo;Spain;20;24161
Rituals Platja d'Aro;Avinguda De S´Agaro 41-43;17250;Platja d'Aro;Spain;43;35229
Rituals Madrid La Gavia;Calle Adolfo Bioy Casares 2;28051;Madrid;Spain;32;23967
Rituals Barcelona Rambla de Catalunya;Rambla de Catalunya 62;08007;Barcelona;Spain;46;15148
Rituals Zaragoza Puerto de Venecia;Tr.ª Jardines Reales 7;50021;Zaragoza;Spain;50;20536
Rituals Madrid Plaza Norte;Pl. del Comercio 11-12;28703;San Sebastián de los Reyes;Spain;31;17322
Rituals Marbella La Cañada;Centro Comercial La Cañada;29600;Marbella;Spain;48;28786
Rituals Valencia Colon;Calle Colón 28;46004;Valencia;Spain;38;49412
Rituals Ibiza;c/ Bartomeu Rosselló 16;07800;Ibiza;Spain;46;42843
Rituals San Sebastian Loiola;Loiola Kalea 2;20005;San Sebastian;Spain;25;38752
Rituals Madrid Gran Plaza;Centro Commercial Gran Plaza 2;28222;Madrid;Spain;30;15417
Rituals Santander;calle Juan de Herrera nº 13;39002;Santander;Spain;34;40635
Rituals Roquetas Gran Plaza; Av de Alicun;04740;Roquetas de Mar;Spain;26;10371
Rituals Sevilla;C. Tetuan nº 8;41001;Sevilla;Spain;15;39930
Rituals Valladolid;Calle Santiago 27;47001;Valladolid;Spain;30;33446
Rituals Barcelona La Roca Village;Value Retail Barcelona SL;08430;La Roca del Valles;Spain;23;32888
Rituals Granada;C/ Recogidas 19;18005;Granada;Spain;28;35398
Rituals Sant Cugat; Via Augusta 2-14;08174;Sant Cugat del Valles;Spain;46;18411
Rituals Oviedo;Calle Doctor Casal nº 4;33001;Oviedo;Spain;31;20285
Rituals Girona;C/ Joan Maragall 10;17002;Girona;Spain;46;31759
Rituals Palma de Mallorca Jaume III;Avenida Rey Jaime III 5;07012;Palma de Mallorca;Spain;38;23959
Rituals Karlskrona Ronnebygatan;Ronnebygatan 47;371 33;Karlskrona;Sweden;35;22938
Rituals Borås Pallas Shopping;Lilla Brogatan 14;503 30;Borås;Sweden;28;48265
Rituals Helsingborg Kullagatan;Kullagatan 8;252 20;Helsingborg;Sweden;25;12800
Rituals Skövde Commerce;Hertig Johans Torg 4;541 30;Skövde;Sweden;20;13850
Rituals Linköping I-Huset;Västra Svedengatan 7;581 28;Linköping;Sweden;50;23908
Rituals Eskilstuna Tunapark;Gunborg Nymans väg 2;632 22;Eskilstuna;Sweden;38;39991
Rituals Norrköping Ingelsta;Koppargatan 20;602 23;Norrköping;Sweden;29;38263
Rituals Visby Galleria;Österväg 9;621 45;Visby;Sweden;29;32487
Rituals Gävle Valbo Köpcentrum;Valbovägen 307-309;818 35;Valbo;Sweden;38;16574
Rituals Sundsvall Birsta;Gesällvägen 1;863 41;Sundsvall;Sweden;28;33894
Rituals Kristianstad Boulevard;Östra Boulevarden 3;291 31;Kristianstad;Sweden;40;34293
Rituals Stockholm Skrapan; Götgatan 78;118 29;Stockholm;Sweden;41;43132
Rituals Linköping Tanneforsgatan;Tanneforsgatan 3;582 24;Linköping;Sweden;30;15898
Rituals Östersund Mittpunkten;Kyrkgatan 66;831 34;Östersund;Sweden;34;44352
Rituals Strömstad Nordby;Nordby Köpcentrum;452 70;Strömstad;Sweden;29;19980
Rituals Uddevalla Torp Köpcentrum;Torp Köpcentrum;451 76;Uddevalla;Sweden;34;42778
Rituals Stockholm Liljeholmstorget;Nybohovsbacken 38;11763;Stockholm;Sweden;20;24648
Rituals Jönköping Östra Storgatan;Östra Storgatan 13A;553 21;Jönköping;Sweden;44;43423
Rituals Nyköping Västerport;Västra Storgatan 14;611 31;Nyköping;Sweden;28;47933
Rituals Västerås Igor Gallerian;Vasagatan 25;722 15;Västerås;Sweden;48;36257
Rituals Nacka Sickla Köpkvarter;Sickla Galleria;131 34;Nacka;Sweden;38;33128
Rituals Mölndal Galleria;Brogatan 17;431 30;Möndal;Sweden;44;43012
Rituals Danderyds Centrum;Golfvägen 8;182 31;Danderyd;Sweden;39;43069
Rituals Västerås Erikslund;Krankroksgatan 17;721 38;Västerås;Sweden;33;26919
Rituals Löddeköpinge Center Syd;Marknadsvägen 7;246 42;Löddeköpinge;Sweden;22;14976
Rituals Stockholm Gallerian;Hamngatan 37;111 53;Stockholm;Sweden;27;33371
Rituals Stockholm Mall of Scandinavia;Råsta Strandväg 19A;169 79;Solna;Sweden;38;42212
Rituals Borlänge Kupolen;Kupolen 53;781 70;Borlänge;Sweden;20;16729
Rituals Kungsbacka Hede Fashion Outlet;Kungsparksvägen 80;434 39;Kungsbacka;Sweden;19;20030
Rituals Kalmar Baronen;Skeppsbrogatan 12;392 31;Kalmar;Sweden;50;16154
Rituals Växjö Tegnér;Storgatan 36 - 40;352 31;Växjö;Sweden;19;38938
Rituals Kristianstad C4;Fundationsvägen 17;29150;Kristianstad;Sweden;15;34666
Rituals Skellefteå Citykompaniet;Nygatan 50;931 31;Skellefteå;Sweden;40;34104
Rituals Luleå Strandgallerian;Storgatan 33;972 32;Luleå;Sweden;50;41818
Rituals Falun Bergströms Galleria;Holmgatan 20;791 71;Falun;Sweden;25;28906
Rituals Halmstad Hallarna;Prästvägen 1;302 63;Halmstad;Sweden;45;25221
Rituals Alingsås Storken;Kungsgatan 29;44130;Alingsås;Sweden;49;45529
Rituals Trollhättan SIBA-Huset;Ladugårdsvägen 12;461 70;Trollhättan;Sweden;32;36522
Rituals Varberg Galleria Trädgården;Västra Vallgatan 2;432 41;Varberg;Sweden;24;19420
